event_id,event_type,period_id,timestamp,end_timestamp,ball_state,ball_owning_team,team_id,player_id,coordinates_x,coordinates_y,end_coordinates_x,end_coordinates_y,receiver_player_id,set_piece_type,body_part_type,result,success,pass_type,is_under_pressure,is_counter_attack,match_id,home_team,away_team
520d0be8-a5eb-4c62-ab20-217b41afa311,PASS,1,0 days 00:14:15.154000,0 days 00:14:15.767000,alive,778,778,5684,0.19585034013605443,0.03957516339869281,0.24319727891156462,0.0056535947712418304,,,LEFT_FOOT,OUT,False,,True,,7556,Japan,Senegal
a8d77c8d-6b2c-454b-a581-3afb47512891,PASS,1,0 days 00:14:51.687000,0 days 00:14:52.927000,alive,778,778,5690,0.22741496598639455,0.0056535947712418304,0.3773469387755102,0.050882352941176476,5697,THROW_IN,,COMPLETE,True,HIGH_PASS,,,7556,Japan,Senegal
396f4837-6fec-4ed0-a65b-32930c0478a6,PASS,1,0 days 00:14:53.527000,0 days 00:14:54.807000,alive,778,778,5697,0.36156462585034016,0.02826797385620915,0.27476190476190476,0.03957516339869281,5690,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
e14a5116-26da-41b4-b12b-64df193a734c,PASS,1,0 days 00:14:57.474000,0 days 00:14:58.607000,alive,778,778,5690,0.27476190476190476,0.062189542483660126,0.17886904761904762,0.1526470588235294,5682,,LEFT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
d03a5a98-b341-4a04-8644-02d5582cbec9,PASS,1,0 days 00:14:59.954000,0 days 00:15:01.567000,alive,778,778,5682,0.14404761904761904,0.16395424836601308,0.17886904761904762,0.43943627450980394,3300,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
e62fe49b-e16d-401a-a9ac-ce426839f0a4,PASS,1,0 days 00:15:07.194000,0 days 00:15:08.447000,alive,778,778,3300,0.3694557823129252,0.7358088235294117,0.5566428571428571,0.5605637254901961,,,RIGHT_FOOT,INCOMPLETE,False,,True,,7556,Japan,Senegal
b8a5d403-2718-4742-b149-30b707f96445,PASS,1,0 days 00:15:09.754000,0 days 00:15:10.927000,alive,778,778,5681,0.4607857142857143,0.6144852941176471,0.5653571428571429,0.3720343137254902,5684,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
6f51d820-3cb8-417c-8c84-651d9318d21b,PASS,1,0 days 00:15:12.194000,0 days 00:15:13.607000,alive,778,778,5684,0.5910884353741497,0.3855147058823529,0.8041496598639455,0.14133986928104575,5687,,LEFT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
2f2291f3-88f5-4adc-9a9e-bb5720d720b7,PASS,1,0 days 00:15:16.287000,0 days 00:15:17.487000,alive,778,778,5687,0.8211309523809524,0.3181127450980392,0.8734126984126984,0.2507107843137255,5684,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
e543f56d-a818-48dd-afcd-87adbb32f333,PASS,1,0 days 00:15:17.754000,0 days 00:15:18.287000,alive,778,778,5684,0.8734126984126984,0.26419117647058826,0.9257936507936507,0.26419117647058826,5690,,LEFT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
4149cf28-2fbb-4a73-8192-5276334956fe,PASS,1,0 days 00:15:19.794000,0 days 00:15:20.527000,alive,778,778,5690,0.9956349206349207,0.26419117647058826,0.9257936507936507,0.3450735294117647,,,LEFT_FOOT,INCOMPLETE,False,,,,7556,Japan,Senegal
84c482c5-aeaf-4a79-b661-72d42b69575d,PASS,1,0 days 00:15:22.007000,0 days 00:15:23.394000,alive,778,778,5684,0.8996031746031745,0.3181127450980392,0.7804761904761905,0.43943627450980394,5681,,RIGHT_FOOT,COMPLETE,True,SHOT_ASSIST,True,,7556,Japan,Senegal
c6a78294-44b4-4e48-82b7-c793aa5acbed,PASS,1,0 days 00:15:27.367000,0 days 00:15:29.646000,alive,778,787,3404,0.04801587301587301,0.21026960784313728,0.32999999999999996,0.0056535947712418304,,,LEFT_FOOT,OUT,False,LONG_BALL,True,,7556,Japan,Senegal
ca9de50d-5362-4f4d-91ea-859ad6e20416,PASS,1,0 days 00:15:39.474000,0 days 00:15:40.967000,alive,778,778,3530,0.6384353741496598,0.9943464052287583,0.4782142857142857,0.971732026143791,3300,THROW_IN,,COMPLETE,True,HIGH_PASS,,,7556,Japan,Senegal
108882f7-d632-4c05-97ed-de8bcdef5504,PASS,1,0 days 00:15:42.154000,0 days 00:15:44.647000,alive,778,778,3300,0.4782142857142857,0.971732026143791,0.4433571428571429,0.4798161764705882,5682,,RIGHT_FOOT,COMPLETE,True,LONG_BALL,,,7556,Japan,Senegal
cb1f46b1-70a6-407c-ab1b-e845595cec26,PASS,1,0 days 00:15:47.314000,0 days 00:15:48.207000,alive,778,778,5682,0.5566428571428571,0.3989950980392157,0.6699999999999999,0.2507107843137255,5687,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
dec5d0cc-a516-429e-adfc-66072f64bd68,PASS,1,0 days 00:15:51.087000,0 days 00:15:51.847000,alive,787,787,4277,0.3142176870748299,0.6144852941176471,0.3694557823129252,0.45290441176470586,3436,,LEFT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
2990ac05-2c24-416b-89a7-cc1f11a3948c,PASS,1,0 days 00:15:52.874000,0 days 00:15:53.887000,alive,787,787,3436,0.3536734693877551,0.5067279411764707,0.40102040816326534,0.6279656862745098,5671,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
d9a1e317-508d-4bea-9cb2-d9a434bb000d,PASS,1,0 days 00:15:54.927000,0 days 00:15:55.807000,alive,787,787,5671,0.4089115646258503,0.6549264705882353,0.39312925170068025,0.7762499999999999,5674,,RIGHT_FOOT,COMPLETE,True,,True,,7556,Japan,Senegal
75ebea8c-8cd5-47e4-875b-4b5eba669abe,PASS,1,0 days 00:15:56.407000,0 days 00:15:56.767000,alive,787,787,5674,0.39312925170068025,0.7897303921568628,0.41721428571428576,0.7897303921568628,,,RIGHT_FOOT,INCOMPLETE,False,,,,7556,Japan,Senegal
3b2834eb-dc5b-45f3-bf27-4e8af460f275,PASS,1,0 days 00:16:22.527000,0 days 00:16:23.527000,alive,787,787,5674,0.45207142857142857,0.9943464052287583,0.5566428571428571,0.9151960784313725,5661,THROW_IN,,COMPLETE,True,,,,7556,Japan,Senegal
dd136333-9b66-4781-9b72-2ea5fd122b26,PASS,1,0 days 00:16:25.514000,0 days 00:16:26.247000,alive,787,778,5682,0.41721428571428576,0.16395424836601308,0.4782142857142857,0.1865686274509804,5684,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
cf5e7f1c-2ed1-4dd4-8526-aeb457190d09,PASS,1,0 days 00:16:26.247000,0 days 00:16:27.327000,alive,787,778,5684,0.4695,0.17526143790849674,0.45207142857142857,0.17526143790849674,,,LEFT_FOOT,INCOMPLETE,False,,True,,7556,Japan,Senegal
8256f5bb-0d15-4dc3-a05a-7bce34ea5ea6,PASS,1,0 days 00:16:28.487000,0 days 00:16:29.487000,alive,787,787,5661,0.5479285714285714,0.8812745098039216,0.42592857142857143,0.8925816993464053,5674,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
9e57e54f-b833-4ac0-9342-480ab6cb5007,PASS,1,0 days 00:16:31.447000,0 days 00:16:33.006000,alive,787,787,5674,0.4089115646258503,0.8360457516339869,0.2668707482993198,0.8473529411764706,5664,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
4f673c8e-2733-4bc4-b637-2c338685f1f0,PASS,1,0 days 00:16:33.647000,0 days 00:16:35.967000,alive,787,787,5664,0.27476190476190476,0.8360457516339869,0.06547619047619048,0.49327205882352937,5659,,RIGHT_FOOT,COMPLETE,True,LONG_BALL,,,7556,Japan,Senegal
38a30c54-d59e-4fa3-bc16-8e3803f3f50e,PASS,1,0 days 00:16:37.527000,0 days 00:16:39.366000,alive,787,787,5659,0.08293650793650793,0.45290441176470586,0.17886904761904762,0.21026960784313728,5675,,RIGHT_FOOT,COMPLETE,True,,,,7556,Japan,Senegal
71b82226-b556-47ba-abde-1cc0b35bfd69,PASS,1,0 days 00:16:41.327000,0 days 00:16:43.607000,alive,787,787,5675,0.17886904761904762,0.23723039215686278,0.18755952380952381,0.802124183006536,5664,,RIGHT_FOOT,COMPLETE,True,LONG_BALL,,,7556,Japan,Senegal
